created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url,,,,,,,,,,,,,
Tue Feb 15 06:01:30 +0000 2022;1493465472855019529;@Satrio_Abdi70 @__AnakKolong Mempermalukan orang Jawa.. Budaya Jawa yg kental dgn budi pekerti yg luhur dan etika yg tinggi di kotori oleh cecunguk yg mengaku orang Jawa dgn simbol2 Jawa di akun nya,tp ucapan nya bertolak belakang dgn sifat orang Jawa.. @Satrio_Abdi70   shame on you;0;1;3;6;in;967731148720762880;1493382411161243649;RohmanAminudin;https://twitter.com/RohmanAminudin/status/1493465472855019529,,,,,,,,,,,,
Tue Feb 15 04:52:12 +0000 2022;1493448030443700225;@nanimonaitsu @schfess ada di 3 universitas • Universitas Indonesia • Universitas Budi Luhur  • Universitas Islam Riau;0;0;0;1;in;1407597219096657924;1490851494853496832;pamungkashere;https://twitter.com/pamungkashere/status/1493448030443700225,,,,,,,,,,,,,
Tue Feb 15 04:19:54 +0000 2022;1493439903174119426;Just posted a photo @ Universitas Budi Luhur https://t.co/SBNNHdZBHz;0;0;0;0;en;253746389;1493439903174119426;fti_budiluhur;https://twitter.com/fti_budiluhur/status/1493439903174119426,,,,,,,,,,,,,
Tue Feb 15 01:37:21 +0000 2022;1493398996454297600;@henrysubiakto Budi pekerti luhur...bukan malah memperkeruh suasana ..siapa para wali 9...siapa pula dia yang mengharamkan wayang ???;0;0;0;0;in;1460193607705501697;1493395433410166784;22Ronggo;https://twitter.com/22Ronggo/status/1493398996454297600,,,,,,,,,,,,,
Tue Feb 15 00:59:32 +0000 2022;1493389478668701697;@mbahGandalf @fransiskusjurin @PadmavatiPrati1 Ayo mbah bentengi anak cucu kita dengan budi perkerti yang luhur jangan sampai terkontaminasi hal seperti itu;0;1;0;1;in;1396952445054382081;1493231330297266177;mbahdoro1;https://twitter.com/mbahdoro1/status/1493389478668701697,,,,,,,,,,,,,
Tue Feb 15 00:42:39 +0000 2022;1493385231335714819;Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious;0;0;0;0;in;2476435299;1493385231335714819;Jokamlicious;https://twitter.com/Jokamlicious/status/1493385231335714819,,,,,,,,,,,,,
Mon Feb 14 19:44:24 +0000 2022;1493310175419064320;#pemudaitusemangatnya;0;0;0;1;qht;769773823;1493310175419064320;budi_luhur_kaca;https://twitter.com/budi_luhur_kaca/status/1493310175419064320,,,,,,,,,,,,,
Mon Feb 14 11:02:10 +0000 2022;1493178750044835842;Lo penasaran ga sih bakal segokil apa? Yuk langsung aja tonton video fullnya di YouTube Radio Budi Luhur 107.7 fm 📻✨  #NowWeKnow #Valentine #NewProgram #QnA #SpecialEdition #RadioBudiLuhur;0;0;0;1;in;93356134;1493178746618085377;RadioBudiLuhur;https://twitter.com/RadioBudiLuhur/status/1493178750044835842,,,,,,,,,,,,,
Mon Feb 14 07:42:39 +0000 2022;1493128540791148546;Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious;0;0;0;0;in;2476435299;1493128540791148546;Jokamlicious;https://twitter.com/Jokamlicious/status/1493128540791148546,,,,,,,,,,,,,
Sun Feb 13 14:42:39 +0000 2022;1492871847880261632;Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious;0;0;0;0;in;2476435299;1492871847880261632;Jokamlicious;https://twitter.com/Jokamlicious/status/1492871847880261632,,,,,,,,,,,,,
Sat Feb 12 21:42:38 +0000 2022;1492615154525437952;Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious;0;0;0;0;in;2476435299;1492615154525437952;Jokamlicious;https://twitter.com/Jokamlicious/status/1492615154525437952,,,,,,,,,,,,,
Sat Feb 12 17:00:21 +0000 2022;1492544112540930049;Jadi ngerasa mereka yg bilang cantik tuh hanya budi luhur, soalnya ada temenku yang jelek tapi dikatain yang paling cantik sama cowo cowo seakan akan kek hinaan padahal mereka tau kalo mukanya gak cantik;0;0;0;0;in;1302769938520711169;1492544110758338562;purpleblue_73;https://twitter.com/purpleblue_73/status/1492544112540930049,,,,,,,,,,,,
Sat Feb 12 15:34:01 +0000 2022;1492522388839276549;@nawwniww @FOODFESS2 iyaa ka budiluhur, aku kira tangselnya di pondok aren gt ehehehe;0;0;0;0;in;1124454639376584704;1492518210423631872;matchaaacii;https://twitter.com/matchaaacii/status/1492522388839276549,,,,,,,,,,,,
Sat Feb 12 15:27:18 +0000 2022;1492520698316685313;@matchaaacii @FOODFESS2 budiluhur? jauhhh dari pamulang😭🙂;0;1;0;0;in;1091971971078709248;1492518210423631872;nawwniww;https://twitter.com/nawwniww/status/1492520698316685313,,,,,,,,,,,,,
Sat Feb 12 14:10:36 +0000 2022;1492501396612026370;Krn beliau adalah sebaik makhluk sepanjang zaman. sbgmn dgn firman Allah   Dan sesungguhnya engkau benar berada di atas budi pekerti yg luhur. QS. Al-Qalam (4)  Bahkan Allah perintahkan kita utk bershalawat salam kpd Rasulullah, setelah Allah sendiri dan para malaikatnya⏩⏩⏩;0;1;0;0;in;3580227492;1492496989736484870;YandraD31;https://twitter.com/YandraD31/status/1492501396612026370,,,,,,,,,,,,
Sat Feb 12 13:42:00 +0000 2022;1492494197160804357;@NandeBapakuKaro @ide2nesia @wajahsementara @AbdisunnahGs 🤡itu jawaban bagus..🤡 🤪sama bagus dengan jawaban SIWAJAHdaruratSEMENTARA=🤪  [Keduanya itu JAWABAN CERDAS untuk pertanyaan SAMA.. dari Sibudi TAK BERILMU.. tapi 2 Jawaban CERDAS itu TIDAK bikin umat muslim jadi LUHUR dan MAJU..&gt stagnan]😢 https://t.co/WF3A3PBrfa;0;0;0;0;in;1203075185420599296;1488579795092848640;Budi_2232;https://twitter.com/Budi_2232/status/1492494197160804357,,,,,,,,,,,,,
Sat Feb 12 07:35:51 +0000 2022;1492402050986094592;Just posted a photo @ Universitas Budi Luhur https://t.co/yQktw1s3X0;0;0;0;0;en;253746389;1492402050986094592;fti_budiluhur;https://twitter.com/fti_budiluhur/status/1492402050986094592,,,,,,,,,,,,,
Sat Feb 12 04:42:40 +0000 2022;1492358467579170816;Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious;0;0;0;0;in;2476435299;1492358467579170816;Jokamlicious;https://twitter.com/Jokamlicious/status/1492358467579170816,,,,,,,,,,,,,
Fri Feb 11 16:28:00 +0000 2022;1492173585439670272;Semoga bisa tamat sampai episode ke 66, Mari kita serap nilai budi luhur dari perjalanan Prabu Angling Dharma yg meninggalkan Kerajaan Malwapati untuk mencari arti kehidupan. https://t.co/z042nduvMp;0;1;0;1;in;132391567;1492173585439670272;fliipsey;https://twitter.com/fliipsey/status/1492173585439670272,,,,,,,,,,,,
Fri Feb 11 11:42:39 +0000 2022;1492101774093680640;Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious;0;0;0;0;in;2476435299;1492101774093680640;Jokamlicious;https://twitter.com/Jokamlicious/status/1492101774093680640,,,,,,,,,,,,,
Fri Feb 11 07:27:53 +0000 2022;1492037660655128576;Dengan budi yang luhur cinta sesama, nyatakan terus persaudaraan.  Gus Muhaimin @cakimiNOW berbagi kasih bersama anak-anak yatim.  #PKB #PKBMelayaniRakyat #GusMuhaimin #PKBPapuaBarat https://t.co/XvsZWcCUaD;0;0;6;4;in;3668439200;1492037660655128576;AbdullahGazam;https://twitter.com/AbdullahGazam/status/1492037660655128576,,,,,,,,,,,,
Fri Feb 11 07:27:08 +0000 2022;1492037472574128129;Dengan budi yang luhur cinta sesama, nyatakan terus persaudaraan.  Gus Muhaimin @cakimiNOW berbagi kasih bersama anak-anak yatim.  #PKB #PKBMelayaniRakyat #GusMuhaimin #PKBPapuaBarat https://t.co/SYg5PLUzPy;0;0;4;4;in;744516625060114432;1492037472574128129;pkb_pabardaya;https://twitter.com/pkb_pabardaya/status/1492037472574128129,,,,,,,,,,,,
Fri Feb 11 07:26:05 +0000 2022;1492037205573140481;Dengan budi yang luhur cinta sesama, nyatakan terus persaudaraan.  Gus Muhaimin berbagi kasih bersama anak-anak yatim.  #PKB #PKBMelayaniRakyat #GusMuhaimin #PKBPapuaBarat https://t.co/F52c361OuF;0;0;2;6;in;730162277114990592;1492037205573140481;albarmuges_;https://twitter.com/albarmuges_/status/1492037205573140481,,,,,,,,,,,,
Fri Feb 11 06:14:22 +0000 2022;1492019158690955265;@wiena_kinasih Agama appun, sebenar nya baik. Hnya, bnyk Guru secara pribadi tdk menanamkan niLai2 toLeransi secara baik atau bLm baik Lah. Penghargaan terhadap agama masih menjadi inti niLai budi pekerti, bkn niLai2 Luhur saLing menghargai berbuat kebaikan kpd sesama. Semoga semua baik2 saja;0;1;1;3;in;1452985918390894595;1491753840097771521;AXkasa;https://twitter.com/AXkasa/status/1492019158690955265,,,,,,,,,,
Thu Feb 10 18:42:39 +0000 2022;1491845082172907542;Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious;0;0;0;0;in;2476435299;1491845082172907542;Jokamlicious;https://twitter.com/Jokamlicious/status/1491845082172907542,,,,,,,,,,,,,
Thu Feb 10 14:28:41 +0000 2022;1491781169285066758;@chaelmongs BENTAR SALFOK... UBL??? UNIVERSITAS BUDI LUHUR???;0;1;0;0;in;1351213608936628228;1491770399193202690;pretty_wolfbear;https://twitter.com/pretty_wolfbear/status/1491781169285066758,,,,,,,,,,,,,
Thu Feb 10 14:22:17 +0000 2022;1491779557250433032;Call for Papers SENMI Universitas Budi Luhur 2022 @kampusbudiluhur Website https://t.co/DGVDsWu12T https://t.co/xxwANEdsmZ;0;0;0;1;en;701579540578099200;1491779557250433032;SENMI_UBL;https://twitter.com/SENMI_UBL/status/1491779557250433032,,,,,,,,,,,,,
Thu Feb 10 14:16:23 +0000 2022;1491778076350754817;Suro diri joyo diningrat dening pangastuti (Segala kesempurnaan hidup dapat di luluhkan dengan budi pekerti luhur).;0;0;0;0;in;1482753129582305280;1491778076350754817;tzou_ar;https://twitter.com/tzou_ar/status/1491778076350754817,,,,,,,,,,,,,
Thu Feb 10 13:30:29 +0000 2022;1491766523152990210;Suro diri joyo diningrat lebur dening pangastuti (Segala kesempurnaan hidup dapat di luluhkan dengan budi pekerti luhur).;0;0;0;0;in;1482753129582305280;1491766523152990210;tzou_ar;https://twitter.com/tzou_ar/status/1491766523152990210,,,,,,,,,,,,,
Thu Feb 10 11:18:38 +0000 2022;1491733340608614402;UNIVERSITAS Budi Luhur terus berkomitmen menjadi kampus berwawasan global berbasis kewirausahaan, teknologi, dan cerdas berbudi luhur. Selama 43 tahun berkarya, Universitas Budi Luhur terus melakukan inovasi untuk kemajuan pendidikan di Indonesia.   https://t.co/tcXyjn5zYT;0;0;0;1;in;68930552;1491733340608614402;mediaindonesia;https://twitter.com/mediaindonesia/status/1491733340608614402,,,,,,,,,,
Thu Feb 10 10:58:07 +0000 2022;1491728179496910857;@arifin34533 @Lohan2828 Budi luhur jokowi , tetep aja bikin sirik kaum cupet otak  !;0;0;0;1;in;1447914801993191433;1491711372752990209;selir_kawe;https://twitter.com/selir_kawe/status/1491728179496910857,,,,,,,,,,,,
Thu Feb 10 09:37:12 +0000 2022;1491707814628438017;@yusuf_dumdum Ternyata olisi disana pada baik dan ramah dan santun dan mengayomi dan budi pekerti dan luhur agung dan bijak dan tenggang rasa dan pengertian dan humble dan....;0;0;0;0;in;235171047;1491404111937679360;hdkrisdian710;https://twitter.com/hdkrisdian710/status/1491707814628438017,,,,,,,,,,,,,
Thu Feb 10 01:53:53 +0000 2022;1491591219805573120;@kdrama_menfess oh my God sgt bahagia sekali. mengajarkan anak2nya budi pekerti luhur;0;0;0;0;in;1107271331312132103;1491590057710743554;pethrue;https://twitter.com/pethrue/status/1491591219805573120,,,,,,,,,,,,,
Thu Feb 10 00:38:39 +0000 2022;1491572286654226439;Tanah yang tumbuh di atas pengorbanan hati dan luhur budi. Tanah  Mandalika.;0;1;0;0;in;29374842;1491564227030663170;Donny5cm;https://twitter.com/Donny5cm/status/1491572286654226439,,,,,,,,,,,,,
Thu Feb 10 00:28:13 +0000 2022;1491569661271429125;...luhur budi yang tiada bandingnya. Seorang yang begitu mencintai  tanah kelahirannya, putri yang telah mengorbankan dirinya sendiri  demi tanah airnya.;0;1;0;0;in;29374842;1491564227030663170;Donny5cm;https://twitter.com/Donny5cm/status/1491569661271429125,,,,,,,,,,,,
Thu Feb 10 00:11:30 +0000 2022;1491565453315031040;...tetapi hatinya yang luhur, kebaikan hati yang tiada duanya kepada  rakyatnya, kepada kawula biasa, tulus, luhur budi seorang manusia  yang mencintai sesama;0;1;0;0;in;29374842;1491564227030663170;Donny5cm;https://twitter.com/Donny5cm/status/1491565453315031040,,,,,,,,,
Wed Feb 09 08:58:04 +0000 2022;1491335578234748928;Program Vaksinasi Anak SD Strada Budi Luhur I Kota Bekasi Capai 93 Persen - https://t.co/pq0zygtBF0 https://t.co/EuOsPpTHnP;0;0;0;0;in;160913050;1491335578234748928;BekasiBanget;https://twitter.com/BekasiBanget/status/1491335578234748928,,,,,,,,,,,,,
Wed Feb 09 08:42:39 +0000 2022;1491331701456314374;Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious;0;0;0;0;in;2476435299;1491331701456314374;Jokamlicious;https://twitter.com/Jokamlicious/status/1491331701456314374,,,,,,,,,,,,,
Wed Feb 09 06:33:10 +0000 2022;1491299112934789123;Program Vaksinasi Anak SD Strada Budi Luhur I Kota Bekasi Capai 93 Persen - https://t.co/pq0zygtBF0 https://t.co/IOT6d8k5Fy &lt - Komentar?;0;0;0;0;in;160913050;1491299112934789123;BekasiBanget;https://twitter.com/BekasiBanget/status/1491299112934789123,,,,,,,,,,,,,
Wed Feb 09 04:30:17 +0000 2022;1491268187694170113;Penasaran gimana caranya? Stay tuned terus di @radiobudiluhur 😉  With love, Radio Budi Luhur ❤  #Giveaway #Valentine #HariKasihSayang #Hadiah #Hampers #RadioBudiLuhur;0;1;0;1;in;93356134;1491268185152442371;RadioBudiLuhur;https://twitter.com/RadioBudiLuhur/status/1491268187694170113,,,,,,,,,,,,
Wed Feb 09 03:11:24 +0000 2022;1491248337596862469;10.10 #LiputanSonora  Ratusan anak siswa siswi Sekolah Strada Budi Luhur Bekasi antusias mengikuti program vaksinasi dosis kedua, Rabu (9/2/22).   By @j_sudiyana https://t.co/pHnlQAeJip;0;0;0;0;in;180696019;1491248337596862469;SonoraFM92;https://twitter.com/SonoraFM92/status/1491248337596862469,,,,,,,,,,,,
Wed Feb 09 03:04:06 +0000 2022;1491246502651564036;Mo Tahu Aja Budi Luhur Jakarta Opening Promo – 10 Tahu Kriuk Aja + 10 Tahu Walik Aja cuma Rp 25.000 https://t.co/r7UTRU7fOo;0;0;0;1;in;1226023593454133248;1491246502651564036;BelanjaHarga;https://twitter.com/BelanjaHarga/status/1491246502651564036,,,,,,,,,,,,,
Wed Feb 09 02:38:09 +0000 2022;1491239970459193345;@convomfs Aku sering ke inget siapa aja yang udh ptm jadi ga ada yang lagi bicarain baik bu Terimakasih atas informasinya sangat bermanfaat sekali gan salam buat karakter au yang ga ada akhlak mulia hidup berbakti luhur budi ilmu yang ada;0;0;0;0;in;1378215918661033996;1491060546216480769;achozra;https://twitter.com/achozra/status/1491239970459193345,,,,,,,,,,,,,
Wed Feb 09 02:02:07 +0000 2022;1491230902969860098;alarm anak sekolah yang baik budi pekerti luhur berwawasan dan sukses https://t.co/WFGJs2JY42;0;1;0;0;in;1147838079123595266;1491230902969860098;kykotttt;https://twitter.com/kykotttt/status/1491230902969860098,,,,,,,,,,,,,
Tue Feb 08 15:42:39 +0000 2022;1491075008822657030;Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious;0;0;0;0;in;2476435299;1491075008822657030;Jokamlicious;https://twitter.com/Jokamlicious/status/1491075008822657030,,,,,,,,,,,,,
Tue Feb 08 14:50:27 +0000 2022;1491061873072287745;@convomfs aku sering kali kita harus bisa lebih dari itu semua hanya untuk orang lain ya allah mau gimana lg apa apa gw juga kek gitu mah udah makan siang dan selamat pagi pagi dah liat di sini deh elu yg gw lakuin itu yg terbaik untuk hotel yang bagus untuk di kenang budi luhur yang palin;0;0;0;0;in;1417143242320093193;1491060546216480769;mine9yu__k;https://twitter.com/mine9yu__k/status/1491061873072287745,,,,,,,,,,,,,
Tue Feb 08 12:47:54 +0000 2022;1491031029754187780;Akhlak adalah fondasi ilmu yang amat penting. Dengan akhlak dan budi luhur, seseorang yang berilmu akan mampu menghadapi masalah masyarakat modern serta persoalan-persoalan rumit, tanpa terjerumus ke dalam sektarianisme, kebencian, dan kesombongan. https://t.co/foQEzRFm6d;0;0;0;4;in;732951154800218112;1491031029754187780;islamramahdotco;https://twitter.com/islamramahdotco/status/1491031029754187780,,,,,,,,,
Tue Feb 08 12:12:10 +0000 2022;1491022036508246016;@conthongombo @adiawae @kangbudz yg kehilangan jati diri sbg bangsa luhur budi ..menghamba dan halu merasa budaya bangsa gurun lbh segala2nya... krn habitat gurun sbg habitat kadal gurun.;0;0;0;0;in;1377454101621919749;1490669638287446016;FortuneJono;https://twitter.com/FortuneJono/status/1491022036508246016,,,,,,,,,,,,,
Tue Feb 08 11:58:15 +0000 2022;1491018538286555137;Just posted a photo @ Universitas Budi Luhur https://t.co/axsgh3H73V;0;0;0;0;en;253746389;1491018538286555137;fti_budiluhur;https://twitter.com/fti_budiluhur/status/1491018538286555137,,,,,,,,,,,,,
Tue Feb 08 11:48:04 +0000 2022;1491015971783716869;@subschfess Universitas Budi luhur,bnyk beasiswa nya juga;0;0;0;0;in;608889042;1491015292637814784;jeeekuiii14;https://twitter.com/jeeekuiii14/status/1491015971783716869,,,,,,,,,,,,
Tue Feb 08 11:25:21 +0000 2022;1491010258734624768;Just posted a photo @ Universitas Budi Luhur https://t.co/2xjTvsRNur;0;0;0;0;en;253746389;1491010258734624768;fti_budiluhur;https://twitter.com/fti_budiluhur/status/1491010258734624768,,,,,,,,,,,,,
Mon Feb 07 22:42:39 +0000 2022;1490818316034015233;Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious;0;0;0;0;in;2476435299;1490818316034015233;Jokamlicious;https://twitter.com/Jokamlicious/status/1490818316034015233,,,,,,,,,,,,,
Mon Feb 07 16:24:18 +0000 2022;1490723100337393665;@tukangrosok___ Salah satu provokasi untuk menghilangkan budaya budi pekerti luhur terhadap orang lain, apalagi orang yg lebih tua dengan kedok kemasan agama dan membawa serta menjual nama Allah ....... astagfirullah.....;0;0;0;1;in;1328171663037382656;1490263828571226117;BinRhosit;https://twitter.com/BinRhosit/status/1490723100337393665,,,,,,,,,,,,
Mon Feb 07 12:21:36 +0000 2022;1490662026099793920;Just posted a photo @ Universitas Budi Luhur https://t.co/I646Qedp4X;0;0;0;0;en;253746389;1490662026099793920;fti_budiluhur;https://twitter.com/fti_budiluhur/status/1490662026099793920,,,,,,,,,,,,,
Mon Feb 07 05:34:18 +0000 2022;1490559526055170048;Just posted a photo @ Universitas Budi Luhur https://t.co/sS8OOlxBoS;0;0;0;0;en;253746389;1490559526055170048;fti_budiluhur;https://twitter.com/fti_budiluhur/status/1490559526055170048,,,,,,,,,,,,,
Mon Feb 07 05:12:54 +0000 2022;1490554139318751237;Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious;0;0;0;0;in;2476435299;1490554139318751237;Jokamlicious;https://twitter.com/Jokamlicious/status/1490554139318751237,,,,,,,,,,,,,
Sun Feb 06 13:35:49 +0000 2022;1490318313888440331;@dorkuga Di budi luhur ada ufo nya ga;0;1;0;0;in;2244455749;1490308874250833920;anecdoch;https://twitter.com/anecdoch/status/1490318313888440331,,,,,,,,,,,,,
Sun Feb 06 12:12:55 +0000 2022;1490297452162740226;Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious;0;0;0;0;in;2476435299;1490297452162740226;Jokamlicious;https://twitter.com/Jokamlicious/status/1490297452162740226,,,,,,,,,,,,,
Sun Feb 06 11:13:20 +0000 2022;1490282457664716802;Memangnya orang membungkuk dihadapan orang itu berniat menyembah orang apa?? Dan menyebut nama orang tersebut dengan Yaa Rabb fulan bin fulan???.. budaya kami mengajarkan budi pekerti luhur, jgn ajarkan kami budaya Jahiliyyah yang terbelakang dari seluruh peradaban di muka bumi;0;2;4;14;in;281681890;1490282457664716802;anassuardin;https://twitter.com/anassuardin/status/1490282457664716802,,,,,,,,,,,,
Sun Feb 06 08:02:39 +0000 2022;1490234469365989377;@illevermoony @killuaadd @dusk_hone @schfess mjb kak di budi luhur ada yg jurusan kriminologi;0;0;0;0;in;1260197449974444032;1489956366538403840;ciaellyf;https://twitter.com/ciaellyf/status/1490234469365989377,,,,,,,,,,,,,
Sat Feb 05 19:12:55 +0000 2022;1490040760011427843;Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious;0;0;0;0;in;2476435299;1490040760011427843;Jokamlicious;https://twitter.com/Jokamlicious/status/1490040760011427843,,,,,,,,,,,,,
Sat Feb 05 19:00:58 +0000 2022;1490037754453192704;Ya dilihat saja... Fakta yg di ajarkan nya...mmembuat budi pekerti luhur...menghargai sesama... Ato mengajarkan kebiadapan.. Merusak aklak.. Warga waras n cerdas.gk akan tertipu dg dogma n katanya ktanya..apa yg di ucapkan nya lain pula apa yg diperbuatnya.https://t.co/0kwfJkxD47;0;0;0;1;in;1389749257461063681;1490037754453192704;eyang_kidal;https://twitter.com/eyang_kidal/status/1490037754453192704,,,,,,,,,,,,,
Sat Feb 05 13:24:36 +0000 2022;1489953103034339328;AHLAK PENGUSAHA MUSLIM BUDI PEKERTI LUHUR - Ustadz Dr. Erwandi Tarmizi https://t.co/kxG4l8tYzN via @YouTube;0;0;0;0;in;390486344;1489953103034339328;iMasjidPonorogo;https://twitter.com/iMasjidPonorogo/status/1489953103034339328,,,,,,,,,,,,,
Wed Mar 30 17:40:14 +0000 2022;1509223990677880833;Salah deng waktu itu di Univ Budi Luhur (kebayoran) yg tes STAN;0;1;0;0;in;1217827118693806081;1509223813053304832;yailaiya;https://twitter.com/yailaiya/status/1509223990677880833,,,,,,,,,,,,,
Wed Mar 30 11:40:24 +0000 2022;1509133436120092684;@PT_Transjakarta Saya mau usul/saran 1) Coba dibangun lagi jembatan / jalan khusus busway dari Puri Beta sampai Adam Malik/Budi Luhur, soalnya klo busway  lewat jalan bawah, selalu macet, titik kemacetan di Batas Kreo sampai Depan Budi Luhur;0;0;0;0;in;1088533684431478785;1509133436120092684;MSyarif06532620;https://twitter.com/MSyarif06532620/status/1509133436120092684,,,,,,,,,,
Wed Mar 30 04:44:44 +0000 2022;1509028830228652034;@empatpertiga Warteg deket sekolah Strada Budi luhur samping terminal;0;1;0;0;in;1401883284716408836;1508999879921913857;diam18317976;https://twitter.com/diam18317976/status/1509028830228652034,,,,,,,,,,,,,
Wed Mar 30 03:13:35 +0000 2022;1509005892393779204;@schfess Mercu sm Budi Luhur ude paling aman.. wkwkwkwk;0;0;0;0;in;193664282;1508781884909961224;bijiklasik;https://twitter.com/bijiklasik/status/1509005892393779204,,,,,,,,,,,,,
Tue Mar 29 23:17:26 +0000 2022;1508946462842912772;@Joe43369941 @msaid_didu @alimurtado_id Kita sangat sayangkan knp skrg pendidikan Budi pekerti, PMP, PSPB dihapus, bahkan pendidikan agama mau dihapuskan jg. Pdhl itu merupakan upaya melestarikan nilai2 luhur  yg dimiliki, yg justru bisa mengantarkan bangsa Indonesia ke gerbang kemerdekaan. Legacy u/ generasi penerus.;0;0;0;0;in;1458663208600813573;1508045313742880771;Setiawan6251ya1;https://twitter.com/Setiawan6251ya1/status/1508946462842912772,,,,,,,,,
Tue Mar 29 15:30:04 +0000 2022;1508828847617105923;selamat ya adick adick yang keterima snmptn kalo ga keterima masih ada universitas budiluhur jurusan kriminologi yang cuma ada 3 di indonesia ini ko! :) #promo;0;1;0;1;in;1299947077913309185;1508828847617105923;Tasyyuxx;https://twitter.com/Tasyyuxx/status/1508828847617105923,,,,,,,,,,,,,
Tue Mar 29 15:01:01 +0000 2022;1508821537805291521;Just posted a photo @ Universitas Budi Luhur https://t.co/LQaMGbvuUb;0;0;0;0;en;253746389;1508821537805291521;fti_budiluhur;https://twitter.com/fti_budiluhur/status/1508821537805291521,,,,,,,,,,,,,
Tue Mar 29 13:09:58 +0000 2022;1508793587856986113;AJSJSKSJS pls. Baru sempet post skrng krn nunggu juara di Budiluhur😗✌️ https://t.co/6zedPRHFxf;0;0;0;0;in;1290592776174710789;1503958261779042304;syifaibrahim161;https://twitter.com/syifaibrahim161/status/1508793587856986113,,,,,,,,,,,,,
Tue Mar 29 12:42:39 +0000 2022;1508786717310205955;Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious;0;0;0;0;in;2476435299;1508786717310205955;Jokamlicious;https://twitter.com/Jokamlicious/status/1508786717310205955,,,,,,,,,,,,,
Tue Mar 29 11:26:01 +0000 2022;1508767429379309569;@ipinjelekk uni islam riau sama uni budi luhur;0;1;0;0;in;1416363973654417413;1508766221176516610;califoolnia;https://twitter.com/califoolnia/status/1508767429379309569,,,,,,,,,,,,,
Tue Mar 29 10:05:39 +0000 2022;1508747206056361988;@SmgMenfess2 Itu namanya punya sifat terpuji serta budi pekerti yang luhur sekiranya kok;0;0;0;0;in;1472936901350854659;1508732463291707400;Alifahm56076769;https://twitter.com/Alifahm56076769/status/1508747206056361988,,,,,,,,,,,,,
Tue Mar 29 07:42:18 +0000 2022;1508711128905711617;setiap karakter bangsa Indonesia tetap terjaga di tengah kemajuan zaman yang begitu pesatnya.  “Sosialisasi ini sebagai salah satu upaya menanamkan jiwa patriotisme sekaligus menanamkan karakter generasi penerus bangsa yang memliki budi pekerti luhur.;0;1;0;1;in;153407983;1508711123490844674;PDI_Perjuangan;https://twitter.com/PDI_Perjuangan/status/1508711128905711617,,,,,,,,,,,,,
Tue Mar 29 06:36:35 +0000 2022;1508694592656637952;@luvtnchi IDIEH TAR W PART TIME DI BUDI LUHUR;0;0;0;0;in;1401823195494162442;1508669471560396801;zriskuy;https://twitter.com/zriskuy/status/1508694592656637952,,,,,,,,,,,,,
Mon Mar 28 19:42:39 +0000 2022;1508530025133453312;Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious;0;0;0;0;in;2476435299;1508530025133453312;Jokamlicious;https://twitter.com/Jokamlicious/status/1508530025133453312,,,,,,,,,,,,,
Mon Mar 28 14:58:34 +0000 2022;1508458532710268932;Rektor Universitas Budi Luhur Wendi Usino mengatakan, Gowes Napak Tilas dilakukan untuk mengenang perjalanan Universitas Budi Luhur sejak awal terletak di kawasan Lapangan Banteng  https://t.co/p0mTmY9teg;0;0;0;0;in;68930552;1508458532710268932;mediaindonesia;https://twitter.com/mediaindonesia/status/1508458532710268932,,,,,,,,,,,,
Mon Mar 28 13:05:47 +0000 2022;1508430149133344773;Ada ga belio yang sifatnya budi pekerti luhur;0;0;0;0;in;1322364278205153280;1508429930668781568;rotiowz;https://twitter.com/rotiowz/status/1508430149133344773,,,,,,,,,,,,,
