created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url,,,,,,
Thu Aug 11 00:58:44 +0000 2022;1557531929918210049;Narasumber:  1. Romo Agustinus Eko Wahyu Krisputranto - Ketua Komisi Keluarga Kevikepan Kedu              2. Dr. Supawi Pawenang, Dosen UNIBA Surakarta           3. Anggun Puspita Sari - Dosen Universitas Budi Luhur            Moderator : Zacky Ahmad;0;0;0;1;in;882831079513706498;1557531820794970112;MediaCenter_TMG;https://twitter.com/MediaCenter_TMG/status/1557531929918210049,,,,,
Wed Aug 10 01:34:37 +0000 2022;1557178574263705600;Just posted a photo @ Universitas Budi Luhur https://t.co/8gebTEwj0S;0;0;0;0;en;253746389;1557178574263705600;fti_budiluhur;https://twitter.com/fti_budiluhur/status/1557178574263705600,,,,,,
Tue Aug 09 20:36:04 +0000 2022;1557103438898405377;Dukung Ekonomi Kreatif Masyarakat, KKN Mahasiswa Universitas Budi Luhur Bantu Pembangunan Bank Sampah di Kecamatan Pinang, Kota Tangerang - https://t.co/9aMKIJQlbx - https://t.co/9aMKIJQlbx https://t.co/1j98nt6oq6;0;0;0;0;in;264709914;1557103438898405377;MahasiswaYeah;https://twitter.com/MahasiswaYeah/status/1557103438898405377,,,,
Tue Aug 09 12:53:36 +0000 2022;1556987058039783429;Baru saja mengirim foto @ Universitas Budi Luhur https://t.co/8JmSIap97n;0;0;0;0;in;241145172;1556987058039783429;philipchandraa;https://twitter.com/philipchandraa/status/1556987058039783429,,,,,,
Mon Aug 08 15:31:34 +0000 2022;1556664424676605953;Just posted a photo @ Universitas Budi Luhur https://t.co/5BBeCYrqSW;0;0;0;0;en;253746389;1556664424676605953;fti_budiluhur;https://twitter.com/fti_budiluhur/status/1556664424676605953,,,,,,
Mon Aug 08 07:48:03 +0000 2022;1556547775286116352;Universitas Budi Luhur Pelopor Kampus Merdeka. For more information about Merdeka Belajar visit https://t.co/01mQhC5ifa;0;0;0;1;in;1415548177432727564;1556547775286116352;xosowo1;https://twitter.com/xosowo1/status/1556547775286116352,,,,,,
Fri Aug 05 10:56:18 +0000 2022;1555507987489357824;Just posted a photo @ Universitas Budi Luhur https://t.co/f4c4ttM2Yz;0;0;0;0;en;253746389;1555507987489357824;fti_budiluhur;https://twitter.com/fti_budiluhur/status/1555507987489357824,,,,,,
Fri Aug 05 10:05:52 +0000 2022;1555495293117992961;Just posted a photo @ Universitas Budi Luhur https://t.co/ammPnujQcD;0;0;0;0;en;253746389;1555495293117992961;fti_budiluhur;https://twitter.com/fti_budiluhur/status/1555495293117992961,,,,,,
Fri Aug 05 09:42:52 +0000 2022;1555489504470769664;Just posted a photo @ Universitas Budi Luhur https://t.co/e56llMBSaA;0;0;0;0;en;253746389;1555489504470769664;fti_budiluhur;https://twitter.com/fti_budiluhur/status/1555489504470769664,,,,,,
Thu Aug 04 06:09:41 +0000 2022;1555073467737059328;[Info Lomba]   Budi Luhur  National Competition 2022,  Syarat : - Mahasiswa/i aktif D3/S1 - 1 Tim terdiri dari 3 orang - Diperbolehkan lintas jurusan atau lintas fakultas dari Universitas yang sama  Info Lengkap :  Registrasi Peserta &amp  Panduan BLNC 2022 : https://t.co/PWhgIAK3z6 https://t.co/O6377sKRZH;0;0;0;0;in;1037720432986574849;1555073467737059328;ubl_bemfti;https://twitter.com/ubl_bemfti/status/1555073467737059328,,,,,
Wed Aug 03 23:47:27 +0000 2022;1554977276999176193;Just posted a photo @ Universitas Budi Luhur https://t.co/n2HxtrYGPp;0;0;0;0;en;253746389;1554977276999176193;fti_budiluhur;https://twitter.com/fti_budiluhur/status/1554977276999176193,,,,,,
Wed Aug 03 08:57:32 +0000 2022;1554753321738518528;#komplekdeplu #kavlingdeplu #kavlingdki #kavlingpajak #universitasbudiluhur #ciledug #pondokaren #stan #deplu #rumahdijual https://t.co/ObipUrj5ve;0;0;1;1;qme;926346865242554368;1554753321738518528;mitraproperty23;https://twitter.com/mitraproperty23/status/1554753321738518528,,,,,,
Tue Aug 02 01:26:03 +0000 2022;1554277314787418112;🔊Budi Luhur National Competition (BLNC) adalah kompetisi penyelesaian kasus tingkat nasional yang dibuka untuk mahasiswa seluruh universitas di Indonesia yang bertujuan untuk mewadahi kreatifitas mahasiswa/i serta mengasah kemampuan befikir dan berkreasi.;0;0;0;0;in;173777799;1554276438807052288;himti_ubl;https://twitter.com/himti_ubl/status/1554277314787418112,,,,,,
Sun Oct 30 10:39:36 +0000 2022;1586669141737746434;guys ada yg mau bunga gak? lokasi deketnya Universitas Budi Luhur https://t.co/ywKPSV19wb;0;1;0;0;in;3944672720;1586669141737746434;eniienii3;https://twitter.com/eniienii3/status/1586669141737746434,,,,,,
Sun Oct 30 06:24:03 +0000 2022;1586604828473573376;Update Biaya Kuliah Universitas Budi Luhur 2022/2023 https://t.co/agDLWg808Z;0;0;0;0;in;1348534578609197057;1586604828473573376;BiayaTarif;https://twitter.com/BiayaTarif/status/1586604828473573376,,,,,,
Fri Oct 28 22:17:59 +0000 2022;1586120118999752704;🖕Fuck Universitas Budi Luhur in Indonesia 🇮🇩;0;0;0;0;in;1291736909681696775;1586120118999752704;fuckeveryuni;https://twitter.com/fuckeveryuni/status/1586120118999752704,,,,,,
Fri Oct 28 16:04:55 +0000 2022;1586026233619513345;Just posted a photo @ Universitas Budi Luhur https://t.co/4i7jsJGs2x;0;0;0;0;en;253746389;1586026233619513345;fti_budiluhur;https://twitter.com/fti_budiluhur/status/1586026233619513345,,,,,,
Thu Oct 27 05:41:37 +0000 2022;1585506988431069184;@idextratime ku kira UBL Universitas Budi Luhur, ternyata UEFA Barca League;0;0;0;0;in;1010148433368215556;1585505062754799618;Yoimiyes_;https://twitter.com/Yoimiyes_/status/1585506988431069184,,,,,
Wed Oct 26 13:32:00 +0000 2022;1585262974800797696;Kami hanya ingin didengar..! Kita bisa benahin negara ini bareng-bareng. Mahasiswa baru Universitas Budi Luhur, Energi #PerubahanDanPerbaikan https://t.co/0jTL39TMWs  @gie_banten  #DemokratHarapanRakyat AHY Pimpin Perubahan   #AHYtheBest 16.;0;0;0;0;in;1373905664918003714;1585262974800797696;DemokratKlaten;https://twitter.com/DemokratKlaten/status/1585262974800797696,,,,,
Wed Oct 26 11:10:06 +0000 2022;1585227263142170625;Melihat Kehidupan dan Pembinaan Di Balik Tembok Penjara, Mahasiswa Pertukaran Pelajar Program Merdeka Belajar Kampus Merdeka dari Universitas Budi Luhur Kunjungi Rutan Cipinang https://t.co/deOf874oxd https://t.co/a5ULlg4qfe;0;0;0;1;in;1232626399279636480;1585227263142170625;rutan1cipinang;https://twitter.com/rutan1cipinang/status/1585227263142170625,,,,,
Wed Oct 26 11:01:41 +0000 2022;1585225145550921730;Kami hanya ingin didengar..! Mahasiswa baru Universitas Budi Luhur dlm Semangat &amp  Energi #PerubahanDanPerbaikan @pdemokratjateng https://t.co/avZ3u2BDGc  @ryorossi4689  #DemokratHarapanRakyat AHY Pimpin Perubahan   #AHYtheBest 40.;1;0;1;3;in;1373898148532285443;1585225145550921730;PeDeMilenial;https://twitter.com/PeDeMilenial/status/1585225145550921730,,,,,,
Wed Oct 26 11:01:37 +0000 2022;1585225130388881408;Kita bisa benahin negara ini bareng-bareng. Mahasiswa baru Universitas Budi Luhur dlm Semangat &amp  Energi #PerubahanDanPerbaikan @pdemokratjateng https://t.co/avZ3u2kAEc  @GantenkBagas  #DemokratHarapanRakyat AHY Pimpin Perubahan   #AHYtheBest 40.;0;0;1;2;in;1373898148532285443;1585225130388881408;PeDeMilenial;https://twitter.com/PeDeMilenial/status/1585225130388881408,,,,,,
Wed Oct 26 10:34:12 +0000 2022;1585218228749762561;Kami hanya ingin didengar! Kita bisa benahin negara ini bareng-bareng. Mahasiswa baru Universitas Budi Luhur dlm Semangat #PerubahanDanPerbaikan https://t.co/nyk8x1Zkfc  @FahsaZia  AHY Pimpin Perubahan  #DemokratHarapanRakyat  #AHYtheBest 44.;0;0;0;0;in;636751889;1585218228749762561;OliaLaviza;https://twitter.com/OliaLaviza/status/1585218228749762561,,,,,,
Wed Oct 26 10:33:03 +0000 2022;1585217939824791557;Kami hanya ingin didengar! Mahasiswa baru Universitas Budi Luhur dlm Semangat &amp  Energi #PerubahanDanPerbaikan @pdemokratjateng https://t.co/nyk8x2gnhc  @AjengCute16__  @sahabatibas  AHY Pimpin Perubahan  #DemokratHarapanRakyat  #AHYtheBest 43.;0;0;0;0;in;636751889;1585217939824791557;OliaLaviza;https://twitter.com/OliaLaviza/status/1585217939824791557,,,,,,
Wed Oct 26 10:32:53 +0000 2022;1585217898817400833;Kami hanya ingin didengar! Mahasiswa baru Universitas Budi Luhur dlm Semangat &amp  Energi #PerubahanDanPerbaikan @pdemokratjateng https://t.co/nyk8x1Zkfc  AHY Pimpin Perubahan  #DemokratHarapanRakyat  #AHYtheBest 43.;0;0;0;0;in;636751889;1585217898817400833;OliaLaviza;https://twitter.com/OliaLaviza/status/1585217898817400833,,,,,,
Wed Oct 19 09:42:30 +0000 2022;1582668501764169729;Kita bisa benahin negara ini bareng-bareng. Mahasiswa baru Universitas Budi Luhur dlm Semangat &amp  Energi #PerubahanDanPerbaikan @pdemokratjateng https://t.co/vis6rBqtAi  @Yudi94120768  @domu95  AHY Pemimpin Perubahan  #DemokratBersamaRakyat 2024 Bareng Demokrat .33;0;0;0;0;in;1516437613942833157;1582668501764169729;AHYforNKRI;https://twitter.com/AHYforNKRI/status/1582668501764169729,,,,,,
Wed Oct 19 09:42:22 +0000 2022;1582668471112175617;Kita bisa benahin negara ini bareng-bareng. Mahasiswa baru Universitas Budi Luhur dlm Semangat &amp  Energi #PerubahanDanPerbaikan @pdemokratjateng https://t.co/vis6rBqtAi  AHY Pemimpin Perubahan  #DemokratBersamaRakyat 2024 Bareng Demokrat .33;0;0;0;0;in;1516437613942833157;1582668471112175617;AHYforNKRI;https://twitter.com/AHYforNKRI/status/1582668471112175617,,,,,,
Wed Oct 19 09:33:02 +0000 2022;1582666123064942597;Kita bisa benahin negara ini bareng-bareng. Mahasiswa baru Universitas Budi Luhur dlm Semangat &amp  Energi #PerubahanDanPerbaikan @pdemokratjateng https://t.co/lC8IhvlnLi  @trimenharefa  AHY Pemimpin Perubahan  #DemokratBersamaRakyat 2024 Bareng Demokrat .28;0;0;0;0;in;196263235;1582666123064942597;PetrukTobat;https://twitter.com/PetrukTobat/status/1582666123064942597,,,,,,
Wed Oct 19 09:32:32 +0000 2022;1582665994383695872;Kita bisa benahin negara ini bareng-bareng. Mahasiswa baru Universitas Budi Luhur dlm Semangat &amp  Energi #PerubahanDanPerbaikan @pdemokratjateng https://t.co/lC8IhvlnLi  @YayanANugraha  @DidikMukrianto  AHY Pemimpin Perubahan  #DemokratBersamaRakyat 2024 Bareng Demokrat .28;0;0;0;0;in;196263235;1582665994383695872;PetrukTobat;https://twitter.com/PetrukTobat/status/1582665994383695872,,,,,,
Sat Dec 17 23:45:00 +0000 2022;1604261408790675457;Tim dosen Universitas Budi Luhur membuat virtual wisata Gunung Padang, Cianjur, Jawa Barat. Wisata Gunung Padang dipilih karena menjadi salah satu destinasi yang cukup terdampak covid-19, sehingga sepi pengunjung.  #MedcomID  https://t.co/CuUGAZY0lE;0;0;0;0;in;902837643024539651;1604261408790675457;medcom_id;https://twitter.com/medcom_id/status/1604261408790675457,,,
Sat Dec 17 11:45:00 +0000 2022;1604080214757314560;Tim dosen Universitas Budi Luhur membuat virtual wisata Gunung Padang, Cianjur, Jawa Barat. Wisata Gunung Padang dipilih karena menjadi salah satu destinasi yang cukup terdampak covid-19, sehingga sepi pengunjung.  #MedcomID  https://t.co/CuUGAZY0lE;0;0;0;0;in;902837643024539651;1604080214757314560;medcom_id;https://twitter.com/medcom_id/status/1604080214757314560,,,
Fri Dec 16 04:46:33 +0000 2022;1603612522564964353;Assalamualaikum, halo sobat.  LDK Al-Azzam, Universitas Budi Luhur mempersembahkan, seminar Umum  Link pendaftaran : https://t.co/wRQSANxBlN #ustadzhawaariyyun #seminarumum #seminar #universitasbudiluhur #ldkalazzam #karenakitabersaudara https://t.co/Ga3Sab3eNN;0;0;0;1;in;1418220745205829651;1603612522564964353;JArliyana;https://twitter.com/JArliyana/status/1603612522564964353,,,
Wed Dec 14 09:37:57 +0000 2022;1602961079272820736;Kami hanya ingin didengar! Kita bisa benahin negara ini bareng-bareng. Mahasiswa baru Universitas Budi Luhur dlm Semangat #PerubahanDanPerbaikan https://t.co/50xL0WnVEt  @SebastianEdo4  #DemokratS14P AHY Pemimpin Perubahan #BerjuangBarengAHY 32.;0;0;1;1;in;1437796400700477447;1602961079272820736;riana_krisnata;https://twitter.com/riana_krisnata/status/1602961079272820736,,,,,,
Wed Dec 14 09:37:34 +0000 2022;1602960982900633600;Kami hanya ingin didengar! Kita bisa benahin negara ini bareng-bareng. Mahasiswa baru Universitas Budi Luhur dlm Semangat #PerubahanDanPerbaikan https://t.co/50xL0W6SCt  @madamaryanda  @DemokratBangka6  #DemokratS14P AHY Pemimpin Perubahan #BerjuangBarengAHY 32.;0;0;0;0;in;1437796400700477447;1602960982900633600;riana_krisnata;https://twitter.com/riana_krisnata/status/1602960982900633600,,,,,,
Wed Dec 14 09:37:12 +0000 2022;1602960890201985024;Kami hanya ingin didengar! Kita bisa benahin negara ini bareng-bareng. Mahasiswa baru Universitas Budi Luhur dlm Semangat #PerubahanDanPerbaikan https://t.co/50xL0WnVEt  @DemokratBangka6  #DemokratS14P AHY Pemimpin Perubahan #BerjuangBarengAHY 32.;0;0;0;0;in;1437796400700477447;1602960890201985024;riana_krisnata;https://twitter.com/riana_krisnata/status/1602960890201985024,,,,,,
Wed Dec 14 09:12:14 +0000 2022;1602954606790656000;Kami hanya ingin didengar! Mahasiswa baru Universitas Budi Luhur dlm Semangat &amp  Energi #PerubahanDanPerbaikan @pdemokratjateng https://t.co/7WrJYJOo8C  @wahyudikadol  #DemokratS14P AHY Pemimpin Perubahan #BerjuangBarengAHY 05.;0;0;0;0;in;1363429958;1602954606790656000;SAi_maSiPhuL;https://twitter.com/SAi_maSiPhuL/status/1602954606790656000,,,,,,
Wed Dec 14 09:11:13 +0000 2022;1602954353165455360;Kami hanya ingin didengar! Mahasiswa baru Universitas Budi Luhur dlm Semangat &amp  Energi #PerubahanDanPerbaikan @pdemokratjateng https://t.co/7WrJYK5Zxc  @wahyudikadol  #DemokratS14P AHY Pemimpin Perubahan #BerjuangBarengAHY 05.;0;0;0;0;in;1363429958;1602954353165455360;SAi_maSiPhuL;https://twitter.com/SAi_maSiPhuL/status/1602954353165455360,,,,,,
Wed Dec 14 08:56:19 +0000 2022;1602950600261455874;@kerdusadidass Universitas Budi Luhur??;0;1;0;0;in;323810023;1602675989942652928;itswe2716;https://twitter.com/itswe2716/status/1602950600261455874,,,,,,
Tue Dec 13 16:44:42 +0000 2022;1602706086523699201;Just posted a photo @ Universitas Budi Luhur https://t.co/pRTyxVNDeH;0;0;0;0;en;253746389;1602706086523699201;fti_budiluhur;https://twitter.com/fti_budiluhur/status/1602706086523699201,,,,,,
Tue Dec 13 16:30:53 +0000 2022;1602702610032640001;Just posted a photo @ Universitas Budi Luhur https://t.co/N7BXuaoWBw;0;0;0;0;en;253746389;1602702610032640001;fti_budiluhur;https://twitter.com/fti_budiluhur/status/1602702610032640001,,,,,,
Tue Dec 13 13:11:46 +0000 2022;1602652500288368640;74.KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Lagi-lagi, Lapas Permisan Nusakambangan Jadi Tujuan Studi Mahasiswa Ilmu Sosial dan Ilmu Politik Universitas Budi Luhur https://t.co/fu9SLLw6rx;0;0;0;0;in;993663424306429952;1602652500288368640;purworejo_rutan;https://twitter.com/purworejo_rutan/status/1602652500288368640,,,,,
Tue Dec 13 13:11:37 +0000 2022;1602652461377806337;72.KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Lagi-lagi, Lapas Permisan Nusakambangan Jadi Tujuan Studi Mahasiswa Ilmu Sosial dan Ilmu Politik Universitas Budi Luhur https://t.co/O4NPi03ZCf;0;0;0;0;in;993663424306429952;1602652461377806337;purworejo_rutan;https://twitter.com/purworejo_rutan/status/1602652461377806337,,,,,
Sun Dec 18 00:05:40 +0000 2022;1604266611464146944;Solusi wisata Gunung Padang yang mengalami pengunjung wisata penurunan drastis, Putri Suryandari seorang guru besar (dosen) dari Prodi Arsitektur Universitas Budi Luhur (UBL)mengungkapkan adanya penurunan wisatawan mancanegara. #gunungpadang  https://t.co/xFDrGdEDv7 https://t.co/lRLDpyuC8A;0;0;1;0;in;1432910370927091718;1604266611464146944;salingkamedia;https://twitter.com/salingkamedia/status/1604266611464146944,,,,,
Sat Dec 17 23:45:00 +0000 2022;1604261408790675457;Tim dosen Universitas Budi Luhur membuat virtual wisata Gunung Padang, Cianjur, Jawa Barat. Wisata Gunung Padang dipilih karena menjadi salah satu destinasi yang cukup terdampak covid-19, sehingga sepi pengunjung.  #MedcomID  https://t.co/CuUGAZY0lE;0;0;0;0;in;902837643024539651;1604261408790675457;medcom_id;https://twitter.com/medcom_id/status/1604261408790675457,,,
Sat Dec 17 11:45:00 +0000 2022;1604080214757314560;Tim dosen Universitas Budi Luhur membuat virtual wisata Gunung Padang, Cianjur, Jawa Barat. Wisata Gunung Padang dipilih karena menjadi salah satu destinasi yang cukup terdampak covid-19, sehingga sepi pengunjung.  #MedcomID  https://t.co/CuUGAZY0lE;0;0;0;0;in;902837643024539651;1604080214757314560;medcom_id;https://twitter.com/medcom_id/status/1604080214757314560,,,
Fri Dec 16 04:46:33 +0000 2022;1603612522564964353;Assalamualaikum, halo sobat.  LDK Al-Azzam, Universitas Budi Luhur mempersembahkan, seminar Umum  Link pendaftaran : https://t.co/wRQSANxBlN #ustadzhawaariyyun #seminarumum #seminar #universitasbudiluhur #ldkalazzam #karenakitabersaudara https://t.co/Ga3Sab3eNN;0;0;0;1;in;1418220745205829651;1603612522564964353;JArliyana;https://twitter.com/JArliyana/status/1603612522564964353,,,
Wed Dec 14 09:37:57 +0000 2022;1602961079272820736;Kami hanya ingin didengar! Kita bisa benahin negara ini bareng-bareng. Mahasiswa baru Universitas Budi Luhur dlm Semangat #PerubahanDanPerbaikan https://t.co/50xL0WnVEt  @SebastianEdo4  #DemokratS14P AHY Pemimpin Perubahan #BerjuangBarengAHY 32.;0;0;1;1;in;1437796400700477447;1602961079272820736;riana_krisnata;https://twitter.com/riana_krisnata/status/1602961079272820736,,,,,,
Wed Dec 14 09:37:34 +0000 2022;1602960982900633600;Kami hanya ingin didengar! Kita bisa benahin negara ini bareng-bareng. Mahasiswa baru Universitas Budi Luhur dlm Semangat #PerubahanDanPerbaikan https://t.co/50xL0W6SCt  @madamaryanda  @DemokratBangka6  #DemokratS14P AHY Pemimpin Perubahan #BerjuangBarengAHY 32.;0;0;0;0;in;1437796400700477447;1602960982900633600;riana_krisnata;https://twitter.com/riana_krisnata/status/1602960982900633600,,,,,,
Wed Dec 14 09:37:12 +0000 2022;1602960890201985024;Kami hanya ingin didengar! Kita bisa benahin negara ini bareng-bareng. Mahasiswa baru Universitas Budi Luhur dlm Semangat #PerubahanDanPerbaikan https://t.co/50xL0WnVEt  @DemokratBangka6  #DemokratS14P AHY Pemimpin Perubahan #BerjuangBarengAHY 32.;0;0;0;0;in;1437796400700477447;1602960890201985024;riana_krisnata;https://twitter.com/riana_krisnata/status/1602960890201985024,,,,,,
Wed Dec 14 09:12:14 +0000 2022;1602954606790656000;Kami hanya ingin didengar! Mahasiswa baru Universitas Budi Luhur dlm Semangat &amp  Energi #PerubahanDanPerbaikan @pdemokratjateng https://t.co/7WrJYJOo8C  @wahyudikadol  #DemokratS14P AHY Pemimpin Perubahan #BerjuangBarengAHY 05.;0;0;0;0;in;1363429958;1602954606790656000;SAi_maSiPhuL;https://twitter.com/SAi_maSiPhuL/status/1602954606790656000,,,,,,
Wed Dec 14 09:11:13 +0000 2022;1602954353165455360;Kami hanya ingin didengar! Mahasiswa baru Universitas Budi Luhur dlm Semangat &amp  Energi #PerubahanDanPerbaikan @pdemokratjateng https://t.co/7WrJYK5Zxc  @wahyudikadol  #DemokratS14P AHY Pemimpin Perubahan #BerjuangBarengAHY 05.;0;0;0;0;in;1363429958;1602954353165455360;SAi_maSiPhuL;https://twitter.com/SAi_maSiPhuL/status/1602954353165455360,,,,,,
Wed Dec 14 08:56:19 +0000 2022;1602950600261455874;@kerdusadidass Universitas Budi Luhur??;0;1;0;0;in;323810023;1602675989942652928;itswe2716;https://twitter.com/itswe2716/status/1602950600261455874,,,,,,
Tue Dec 13 16:44:42 +0000 2022;1602706086523699201;Just posted a photo @ Universitas Budi Luhur https://t.co/pRTyxVNDeH;0;0;0;0;en;253746389;1602706086523699201;fti_budiluhur;https://twitter.com/fti_budiluhur/status/1602706086523699201,,,,,,
Tue Dec 13 16:30:53 +0000 2022;1602702610032640001;Just posted a photo @ Universitas Budi Luhur https://t.co/N7BXuaoWBw;0;0;0;0;en;253746389;1602702610032640001;fti_budiluhur;https://twitter.com/fti_budiluhur/status/1602702610032640001,,,,,,
Tue Dec 13 13:11:46 +0000 2022;1602652500288368640;74.KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Lagi-lagi, Lapas Permisan Nusakambangan Jadi Tujuan Studi Mahasiswa Ilmu Sosial dan Ilmu Politik Universitas Budi Luhur https://t.co/fu9SLLw6rx;0;0;0;0;in;993663424306429952;1602652500288368640;purworejo_rutan;https://twitter.com/purworejo_rutan/status/1602652500288368640,,,,,
Tue Dec 13 13:11:37 +0000 2022;1602652461377806337;72.KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Lagi-lagi, Lapas Permisan Nusakambangan Jadi Tujuan Studi Mahasiswa Ilmu Sosial dan Ilmu Politik Universitas Budi Luhur https://t.co/O4NPi03ZCf;0;0;0;0;in;993663424306429952;1602652461377806337;purworejo_rutan;https://twitter.com/purworejo_rutan/status/1602652461377806337,,,,,
